X,Y,objectid,cenefa,zona_sitp,nombre,via,direccion_bandera,localidad,longitud,latitud,consecutivo_zona,tipo_m_s,consola,panel,audio,zonas_nuevas,globalid
-74.0317125300673,4.69661682574763,1968,123A01,01,Instituto Carlos Ardila Lülle,AK 7,AK 7 - CL 119A,Usaquén,-74.03171253,4.69661683,123,M,AK 7 - CL 119A (123A01),AK 7 - CL 119A,Avenida Carrera Séptima Calle 119 A,B,{AE8C11BF-F66D-4790-8383-F8FF091CBA73}
-74.0580911943132,4.7256727252489,1969,123A02,02,Br. Castañuela II,AC  138,AC 138 - KR 54,Suba,-74.05809119,4.72567273,123,S,AC 138 - KR 54 (123A02),AC 138 - KR 54,Avenida Calle 138 Carrera 54,C,{6BEDA30A-DFA0-4235-9A8E-760C79563ACA}
-74.1258000663571,4.74192674894354,1970,123A03,03,Br. Santa Cecilia,CL 132 D,CL 132D - KR 155,Suba,-74.12580007,4.74192675,123,S,CL 132D - KR 155 (123A03),CL 132D - KR 155,Calle 132 D Carrera 155,C,{C90C409C-0E12-40A9-990B-1B514391B17B}
-74.1120125872209,4.70028913144252,1971,123A04,04,Br. Santa Rosita,AC 72,AC 72 - KR 93,Engativá,-74.11201259,4.70028913,123,M,AC 72 - KR 93 (123A04),AC 72 - KR 93,Avenida Calle 72 Carrera 93,D,{24809DB4-D914-46B1-ACD9-AF31992ABE24}
-74.0892339876595,4.67227783903551,1972,123A05,05,Cruz Roja,AK 68,AK 68 - AC 66,Engativá,-74.08923399,4.67227784,123,M,AK 68 - AC 66 (123A05),AK 68 - AC 66,Avenida Carrera 68 Avenida Calle 66,D,{C878D4BC-2397-47C6-96B2-F85EA3625AE9}
-74.0835891889777,4.62952676332033,1973,123A06,06,Br. Gran América,KR 33,KR 33 - AC 26,Teusaquillo,-74.08358919,4.62952676,123,S,KR 33 - AC 26 (123A06),KR 33 - AC 26,Carrera 33 Avenida Calle 26,K,{7B36472B-275A-4CE1-AB3C-0FF3DB26F2CF}
-74.1519432739868,4.64441986117121,1974,123A07,07,Biblioteca el Tintal,AV. C. de Cali,AV. C. de Cali - CL 6D,Kennedy,-74.15194327,4.64441986,123,M,AV. C. de Cali - CL 6D  (123A07),AV. C. de Cali - CL 6D,Avenida Ciudad de Cali Calle Sexta D,F,{4117E378-91B9-498A-9A7A-7F7A2806612D}
-74.1450639912213,4.62275285014734,1975,123A08,08,IED Kennedy,CL 26 Sur,CL 26 Sur - KR 73B,Kennedy,-74.14506399,4.62275285,123,M,CL 26 Sur - KR 73B (123A08),CL 26 Sur - KR 73B,Calle 26 Sur Carrera 73 Be,F,{27932D44-9978-47BB-83AA-28055A3B7FF7}
-74.1629620002705,4.54928100043471,1976,123A11,11,Br. El Paraíso,DG 72A Sur,DG 72A Sur - KR 27P,Ciudad Bolívar,-74.162962,4.549281,123,S,DG 72A Sur - KR 27P (123A11),DG 72A Sur - KR 27P,Diagonal 72 A Sur Carrera 27 P,H,{63EF95B3-B948-4279-81C5-98371561A0FF}
-74.1180048403412,4.53455932541158,1977,123A12,12,Ciudadela Nuevo Milenio,CL 65 S,CL 65 Sur -  KR 1 Este,Usme,-74.11800484,4.53455933,123,S,CL 65 Sur -  KR 1 Este (123A12),CL 65 Sur -  KR 1 Este,Calle 65 Sur Carrera Primera Este,H,{69AC6DD3-B7F0-4021-8A12-9618684EFEB3}
-74.0896680000306,4.51590599975953,1978,123A13,13,Br. La Flora,Cl 74C Sur,CL 74C Sur - KR 14C Este,Usme,-74.089668,4.515906,123,S,CL 74C Sur - KR 14C Este (123A13),CL 74C Sur - KR 14C Este,Calle 74 C Sur Carrera 14 C Este,L,{5AB38D2F-85FC-42F9-9BBF-13491FC87620}
-74.0314195544318,4.69708749439616,1979,123B01,01,Instituto Carlos Ardila Lülle,AK 7,AK 7 - CL 120,Usaquén,-74.03141955,4.69708749,123,M,AK 7 - CL 120 (123B01),AK 7 - CL 120,Avenida Carrera Séptima Calle 120,B,{57BCF5FD-D7C8-4D11-8E86-7F0C6E97D2BC}
-74.1116129725581,4.70001079234489,1980,123B04,04,Br. Santa Rosita,AC 72,AC 72 - KR 93,Engativá,-74.11161297,4.70001079,123,M,AC 72 - KR 93 (123B04),AC 72 - KR 93,Avenida Calle 72 Carrera 93,D,{5A0C8AF4-D5EB-446F-9476-A13513D5746C}
-74.089103650953,4.67248486380458,1981,123B05,05,Cruz Roja,AK 68,AK 68 - AC 66,Engativá,-74.08910365,4.67248486,123,M,AK 68 - AC 66 (123B05),AK 68 - AC 66,Avenida Carrera 68 Avenida Calle 66,D,{13FCA32E-AABE-4CB8-ABE1-F3ECBCCE4957}
-74.1521969248596,4.64418088693028,1982,123B07,07,Biblioteca el Tintal,AV. C. de Cali,AV. C. de Cali - CL 6D,Kennedy,-74.15219692,4.64418089,123,M,AV. C. de Cali - CL 6D (123B07),AV. C. de Cali - CL 6D, Avenida Ciudad de Cali Calle Sexta D,F,{B59273FB-E3FD-46FA-AAEF-285C7B1F2A81}
-74.1452645777873,4.62290046138577,1983,123B08,08,IED Kennedy,CL 26 Sur,CL 26 Sur - KR 73D,Kennedy,-74.14526458,4.62290046,123,M,CL 26 Sur - KR 73D (123B08),CL 26 Sur - KR 73D,Calle 26 Sur Carrera 73 D,F,{A9A3D8A9-49A3-48FB-8D2F-B3B6B7915C0D}
-74.1110901911912,4.69967592069595,1984,123C04,04,Br. Santa Rosita,AC 72,AC 72 - KR 91 A,Engativá,-74.11109019,4.69967592,123,M,AC 72 - KR 91 A (123C04),AC 72 - KR 91 A,Avenida Calle 72 Carrera 91 A,D,{F98CBF2B-C3EB-4365-A363-A24C53BC6371}
-74.0888146036229,4.67305889777636,1985,123C05,05,Cruz Roja,AK 68,AK 68 - CL 68B,Engativá,-74.0888146,4.6730589,123,M,AK 68 - CL 68B (123C05),AK 68 - CL 68B,Avenida Carrera 68 Calle 68 Be,D,{C3D734C7-EFB9-46F3-A006-0494AB6D9093}
-74.0884099089976,4.67373454793767,1986,123D05,05,Cruz Roja,AK 68,AK 68 - CL 68B,Engativá,-74.08840991,4.67373455,123,M,AK 68 - CL 68B (123D05),AK 68 - CL 68B,Avenida Carrera 68 Calle 68 Be,D,{47E27C8F-629A-4CD3-9F8E-737BF7A51D2B}
-74.0589429741542,4.67834212464239,1987,124A00,00,Puente de la 92,AV. NQS,AV. NQS - CL 91,Barrios Unidos,-74.05894297,4.67834213,124,S,AV. NQS - CL 91 (124A00),AV. NQS - CL 91,Avenida N Q S Calle 91,A,{FAEEF722-E940-4D1D-B962-84900F032A71}
-74.0320579996686,4.74005900039067,1988,124A01,01,Fundación Cardio Infantil,AK 9,AK 9 - CL 163A,Usaquén,-74.032058,4.740059,124,S,AK 9 - CL 163A (124A01),AK 9 - CL 163A,Avenida Carrera Novena Calle 163 A,B,{0E0F140B-177E-4BE8-88F8-B11E3CD10B4D}
-74.0610521924278,4.7269058562782,1989,124A02,02,Círculo de Suboficiales de las FF.MM.,AC  138,AC 138 - KR 56,Suba,-74.06105219,4.72690586,124,S,AC 138 - KR 56 (124A02),AC 138 - KR 56,Avenida Calle 138 Carrera 56,C,{6B662074-49A0-41ED-800C-7237A33CC1AA}
-74.1258286871997,4.74182635619403,1990,124A03,03,Br. Santa Cecilia,CL 132 D,CL 132D - KR 156,Suba,-74.12582869,4.74182636,124,S,CL 132D - KR 156 (124A03),CL 132D - KR 156,Calle 132 D Carrera 156,C,{FDB2B1B0-D712-4068-A41C-6495688A079A}
-74.1147108350517,4.70239906668645,1991,124A04,04,Br. El Cedro,AC 72,AC 72 - KR 97,Engativá,-74.11471083,4.70239907,124,M,AC 72 - KR 97 (124A04),AC 72 - KR 97,Avenida Calle 72 Carrera 97,D,{189917C0-1C92-4D2F-8693-2F2916C79444}
-74.0863738473733,4.67645260708618,1992,124A05,05,Br. J.J. Vargas,AK 68,AK 68 - CL 67G,Barrios Unidos,-74.08637385,4.67645261,124,M,AK 68 - CL 67G (124A05),AK 68 - CL 67G,Avenida Carrera 68 Calle 67 G,D,{284CBF5D-56AB-4B4A-AB4F-2DADDC9A3628}
-74.1450820628009,4.6737249417189,1993,124A06,06,Atahualpa,KR 100,KR 100 - CL 17A,Fontibón,-74.14508206,4.67372494,124,S,KR 100 - CL 17A (124A06),KR 100 - CL 17A,Carrera 100 Calle 17 A,K,{5EA78809-3FE6-42CB-857B-7FB893710804}
-74.1484543834331,4.64758128336738,1994,124A07,07,Br. Valladolid,AV. C. de Cali,AV. C. de Cali - CL 8C,Kennedy,-74.14845438,4.64758128,124,M,AV. C. de Cali - CL 8C (124A07),AV. C. de Cali - CL 8C,Avenida Ciudad de Cali Calle Octava C,F,{569E1B91-E481-424B-8834-4A2F94AD4666}
-74.1515149263017,4.62226220723866,1995,124A08,08,Br. Ciudad Kennedy Central,CL 37 Sur,CL 37 Sur - KR 78C,Kennedy,-74.15151493,4.62226221,124,S,CL 37 Sur - KR 78C (124A08),CL 37 Sur - KR 78C,Calle 37 Sur Carrera 78 C,F,{DA8E0CEE-FEB4-4FDC-9D25-B69B2209B09E}
-74.2132152353235,4.61435637705654,1996,124A09,09,Bosa San José,TV  80I,TV 80I - DG 89B Sur,Bosa,-74.21321523,4.61435638,124,M,TV 80I - DG 89B Sur (124A09),TV 80I - DG 89B Sur,Transversal 80 I Diagonal 89 Be Sur,G,{E568ECEE-7C2A-4852-9FAB-4E4CEB0E77BA}
-74.1632510002542,4.54915799962076,1997,124A11,11,CAI Paraíso,DG 72A Sur,DG 72A Sur - KR 27N,Ciudad Bolívar,-74.163251,4.549158,124,S,DG 72A Sur - KR 27N (124A11),DG 72A Sur - KR 27N,Diagonal 72 A Sur Carrera 27 N,H,{38AE2330-8984-452B-B918-1229EBCA1589}
-74.1189274617996,4.5419791752088,1998,124A12,12,Br. Danubio Azul,CL 56 Sur,CL 56 Sur - KR 4P,Usme,-74.11892746,4.54197918,124,S,CL 56 Sur - KR 4P (124A12),CL 56 Sur - KR 4P,Calle 56 Sur Carrera Cuarta P,H,{A0572B2F-8E9F-4521-9EC9-ABC0BBE49138}
-74.0893129997786,4.51580500017603,1999,124A13,13,Br. La Flora,Cl 74C Sur,CL 74C Sur - KR 14C Este,Usme,-74.089313,4.515805,124,S,CL 74C Sur - KR 14C Este (124A13),CL 74C Sur - KR 14C Este,Calle 74 C Sur Carrera 14 C Este,L,{C8D19A6E-6719-4E46-8E86-AE5ACEF110B1}
-74.1144115449465,4.70210276339651,2000,124B04,04,Br. El Cedro,AC 72,AC 72 - KR 96A,Engativá,-74.11441154,4.70210276,124,M,AC 72 - KR 96A (124B04),AC 72 - KR 96A,Avenida Calle 72 Carrera 96 A,D,{6B9719F8-D87C-4F39-AC36-77FB7E46F252}
-74.086535267409,4.67615340440873,2001,124B05,05,Br. J.J. Vargas,AK 68,AK 68 - CL 67F Bis,Barrios Unidos,-74.08653527,4.6761534,124,M,AK 68 - CL 67F Bis (124B05),AK 68 - CL 67F Bis,Avenida Carrera 68 Calle 67 F Bis,D,{159FC66B-0E44-45D2-9083-F04E2513CDB8}
-74.1486418562044,4.64739488815888,2002,124B07,07,Br. Valladolid,AV. C. de Cali,AV. C. de Cali - CL 8B,Kennedy,-74.14864186,4.64739489,124,M,AV. C. de Cali - CL 8B (124B07),AV. C. de Cali - CL 8B, Avenida Ciudad de Cali Calle Octava Be,F,{C570FCE1-DE8E-4782-8592-D4C13BD8C74D}
-74.2141050004234,4.61434100043386,2003,124B09,09,Br. San Diego,TV 80I,TV 80I - DG 92A Sur,Bosa,-74.214105,4.614341,124,M,TV 80I - DG 92A Sur (124B09),TV 80I - DG 92A Sur,Transversal 80 I Diagonal 92 A Sur,G,{79A2F1B5-3BB9-40F2-B1FC-CCEBBEF19680}
-74.086732757779,4.67583477394492,2004,124C05,05,J.J. Vargas,AK 68,AK 68 - CL 67F,Barrios Unidos,-74.08673276,4.67583477,124,M,AK 68 - CL 67F (124C05),AK 68 - CL 67F,Avenida Carrera 68 Calle 67 F,D,{14772678-AEB7-46F2-A6DE-7515BA015A18}
-74.0794850003345,4.63204400038714,2005,125A00,00,Estación Av. El Dorado,AV. NQS,AV. NQS - CL 40A,Teusaquillo,-74.079485,4.632044,125,S,AV. NQS - CL 40A (125A00),AV. NQS - CL 40A,Avenida N Q S Calle 40 A,A,{C144C0AF-E893-4F89-9350-5C884E54C89B}
-74.0317235900221,4.74132585477624,2006,125A01,01,Br. San Cristóbal Norte,AK 9,AK 9 - CL 163B,Usaquén,-74.03172359,4.74132586,125,S,AK 9 - CL 163B (125A01),AK 9 - CL 163B,Avenida Carrera Novena Calle 163 B,B,{CF93A892-0310-4C56-B9DE-C7E4EE0E19CD}
-74.0603505156295,4.72646896275032,2007,125A02,02,Parque Comercial La Colina 138,AC  138,AC 138 - KR 55,Suba,-74.06035052,4.72646896,125,S,AC 138 - KR 55 (125A02),AC 138 - KR 55,Avenida Calle 138 Carrera 55,C,{2B0934AF-EDB7-4F1A-9056-E678185A8F11}
-74.1244271142684,4.74197622414766,2008,125A03,03,Cl 132,KR  154,KR 154 - CL 132,Suba,-74.12442711,4.74197622,125,S,KR 154 - CL 132 (125A03),KR 154 - CL 132,Carrera 154 Calle 132,C,{942031DD-BD99-46B1-994A-DEE75C62A15A}
-74.1186168769885,4.70572333987923,2009,125A04,04,Br. Álamos Norte,AC 72,AC 72 - AK 104,Engativá,-74.11861688,4.70572334,125,M,AC 72 - AK 104 (125A04),AC 72 - AK 104,Avenida Calle 72 Avenida Carrera 104,D,{222AB553-3A0C-46CC-9482-5B17E1D15BC7}
-74.0872861259283,4.67558208709766,2010,125A05,05,Br. Bellavista Occidental,AK 68,AK 68 - CL 68B,Engativá,-74.08728613,4.67558209,125,M,AK 68 - CL 68B (125A05),AK 68 - CL 68B,Avenida Carrera 68 Calle 68 Be,D,{E17C5FF5-BBCC-4225-9F2A-1EEEDE2194C7}
-74.1245922706961,4.68409541107846,2011,125A06,06,Portal Eldorado,AV. Eldorado,AC 26 - AK 96,Fontibón,-74.12459227,4.68409541,125,S,AC 26 - AK 96 (125A06),AC 26 - AK 96,Avenida Calle 26 Avenida Carrera 96,K,{69B50F68-6F68-40E3-A8FA-6C918D5B137B}
-74.1493170402949,4.64713112223218,2012,125A07,07,"Humedal ""El Burro""",AV. C. de Cali,AV. C. de Cali - CL 8A,Kennedy,-74.14931704,4.64713112,125,M,AV. C. de Cali - CL 8A (125A07),AV. C. de Cali - CL 8A,Avenida Ciudad de Cali Calle Octava A,F,{B47D27EE-0190-4790-8BD9-DA823C3C52E6}
-74.1524007880669,4.62327278336524,2013,125A08,08,IED Próspero Pinzón,CL 37 Sur,CL 37 Sur - KR 78H,Kennedy,-74.15240079,4.62327278,125,S,CL 37 Sur - KR 78H (125A08),CL 37 Sur - KR 78H,Calle 37 Sur Carrera 78 H,F,{71FABC7F-F38B-4A5E-8B9E-25FB81DD45C6}
-74.2135920003553,4.61416099967451,2014,125A09,09,Bosa San José,TV 80I,TV 80I - DG 90 Sur,Bosa,-74.213592,4.614161,125,M,TV 80I - DG 90 Sur (125A09),TV 80I - DG 90 Sur,Transversal 80 I Diagonal 90 Sur,G,{37841823-646B-47D5-AFBF-9A9F617310FD}
-74.1610629792571,4.5471692863489,2015,125A11,11,Br. Bella Flor,KR  27B,KR 27B - CL 71U Sur,Ciudad Bolívar,-74.16106298,4.54716929,125,S,KR 27B - CL 71U Sur (125A11),KR 27B - CL 71U Sur,Carrera 27 Be Calle 71 U Sur,H,{989BF020-C2E5-4CF4-A845-73CC846B49AA}
-74.1189255542417,4.54210776400483,2016,125A12,12,Br. Danubio Azul,CL 56 Sur,CL 56 Sur - KR 4P,Usme,-74.11892555,4.54210776,125,S,CL 56 Sur - KR 4P (125A12),CL 56 Sur - KR 4P,Calle 56 Sur Carrera Quinta C,H,{393D6DCF-40FA-4E52-B622-E49E29BAFD6C}
-74.0911217964234,4.51412143575892,2017,125A13,13,Br. La Flora,CL 76 Sur,CL 76 Sur - KR 13C Este,Usme,-74.0911218,4.51412144,125,S,CL 76 Sur - KR 13C Este (125A13),CL 76 Sur - KR 13C Este,Calle 76 Sur Carrera 13 C Este,L,{C838D451-B833-4078-8C16-C0DCCA85B23F}
-74.1184624010485,4.70559865936246,2018,125B04,04,Br. Álamos Norte,AC 72,AC 72 - KR 103,Engativá,-74.1184624,4.70559866,125,M,AC 72 - KR 103 (125B04),AC 72 - KR 103,Avenida Calle 72 Carrera 103,D,{E163C32B-580E-4EFC-A583-340D6CD7B1E4}
-74.086887528135,4.67637614919974,2019,125B05,05,Br. Bellavista Occidental,AK 68,AK 68 - CL 68B,Engativá,-74.08688753,4.67637615,125,M,AK 68 - CL 68B (125B05),AK 68 - CL 68B,Avenida Carrera 68 Calle 68 Be,D,{FAA15E2A-7A8B-4419-982C-4E18FB38E525}
-74.1491021166939,4.64731191821174,2020,125B07,07,Humedal El Burro,AV. C. de Cali,AV. C. de Cali - CL 8A,Kennedy,-74.14910212,4.64731192,125,M,AV. C. de Cali - CL 8A (125B07),AV. C. de Cali - CL 8A,Avenida Ciudad de Cali Calle Octava A,F,{81804E53-71FB-4EFB-A175-F476D78055A9}
-74.21391300028,4.61418499989038,2021,125B09,09,Br. San Diego,TV 80I,TV 80I - DG 91 Sur,Bosa,-74.213913,4.614185,125,M,TV 80I - DG 91 Sur (125B09),TV 80I - DG 91 Sur,Transversal 80 I Diagonal 91 Sur,G,{425BB6D5-87B5-4E5C-BC5C-D543F81FAECB}
-74.0867854575773,4.67653368482209,2022,125C05,05,Bellavista Occidental,AK 68,AK 68 - CL 68B,Engativá,-74.08678546,4.67653369,125,M,AK 68 - CL 68B (125C05),AK 68 - CL 68B,Avenida Carrera 68 Calle 68 Be,D,{AA1507EA-5F45-4120-B2E5-336146FF6955}
-74.2147069998538,4.61418599985116,2023,125C09,09,Bosa San José,TV 80I,TV 80I - CL 93 Sur,Bosa,-74.214707,4.614186,125,M,TV 80I - CL 93 Sur (125C09),TV 80I - CL 93 Sur,Transversal 80 I Calle 93 Sur,G,{437D5680-D751-44DD-86A5-9285E2143488}
-74.2149310002243,4.61418599992444,2024,125D09,09,Bosa San José,TV 80I,TV 80I - CL 93 Sur,Bosa,-74.214931,4.614186,125,M,TV 80I - CL 93 Sur (125D09),TV 80I - CL 93 Sur,Transversal 80 I Calle 93 Sur,G,{7083211F-7A48-4569-A386-D29602D81306}
-74.2151450000816,4.61417799964379,2025,125E09,09,Bosa San José,TV 80I,TV 80I - CL 93 Sur,Bosa,-74.215145,4.614178,125,M,TV 80I - CL 93 Sur (125E09),TV 80I - CL 93 Sur,Transversal 80 I Calle 93 Sur,G,{3DBF5A5F-156F-43F7-82CB-B2FC3614839D}
-74.0885234269099,4.61776161659638,2026,126A00,00,Estación Paloquemao,AV. NQS,AV. NQS - CL 17A,Los Mártires,-74.08852343,4.61776162,126,S,AV. NQS - CL 17A (126A00),AV. NQS - CL 17A,Avenida N Q S Calle 17 A,A,{443397B1-E075-4780-8B8D-3DEE3ABE761E}
-74.031650270191,4.74400222457538,2027,126A01,01,Br. San Cristóbal Norte,AK 9,AK 9 - CL 165A,Usaquén,-74.03165027,4.74400223,126,S,AK 9 - CL 165A (126A01),AK 9 - CL 165A,Avenida Carrera Novena Calle 165 A,B,{E56801D9-5856-4AE7-885C-CF224EF6E75B}
-74.0637492562904,4.72794520614854,2028,126A02,02,Urb. Santa Helena,AC  138,AC 138 - KR 57,Suba,-74.06374926,4.72794521,126,S,AC 138 - KR 57 (126A02),AC 138 - KR 57,Avenida Calle 138 Carrera 57,C,{667276C6-86B2-4780-BD40-A6B04BD8E5CE}
-74.1228829067653,4.74064071085252,2029,126A03,03,Br. Lisboa,Cl 130,CL 130 - KR 153,Suba,-74.12288291,4.74064071,126,S,CL 130 - KR 153 (126A03),CL 130 - KR 153,Calle 130 Carrera 153,C,{F4B4AEDC-54F5-46C5-BFE0-5CF5BA63E81B}
-74.1213244859744,4.70797287162853,2030,126A04,04,Pq. Público Plazuelas del Virrey,AC 72,AC 72 - TV 106,Engativá,-74.12132449,4.70797287,126,M,AC 72 - TV 106 (126A04),AC 72 - TV 106,Avenida Calle 72 Transversal 106,D,{9FAC856D-BDE3-4BA7-BE64-13A510D4185B}
-74.0949550039328,4.68694557024502,2031,126A05,05,Avenida Calle 68 (Avenida Calle 72),AV. Boyacá,AV. Boyacá - AC 72,Engativá,-74.094955,4.68694557,126,M,AV. Boyacá - AC 72 (126A05),AV. Boyacá - AC 72,Avenida Boyacá Avenida Calle 72,D,{2136CECF-E23F-42C9-9EE2-B82F22E9D48B}
-74.1159538170334,4.63932731663408,2032,126A06,06,AC 17,AK 68,AK 68 - AC 13,Puente Aranda,-74.11595382,4.63932732,126,M,AK 68 - AC 13 (126A06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{FB6B3462-FC07-4C6A-95B5-E0342BDD2DF3}
-74.1439789999773,4.65196900017548,2033,126A07,07,Uniagustiniana,AV. C. de Cali,AV. C. de Cali - AC 12,Kennedy,-74.143979,4.651969,126,M,AV. C. de Cali - AC 12 (126A07),AV. C. de Cali - AC 12,Avenida Ciudad de Cali Avenida Calle 12,F,{4A53FAC2-18B6-44FD-BFEF-09F2D9E8497C}
-74.1581354918082,4.62284695655435,2034,126A08,08,Ciudad Kennedy Occidental,KR 79,KR 79 - CL 40A Sur,Kennedy,-74.15813549,4.62284696,126,S,KR 79 - CL 40A Sur (126A08),KR 79 - CL 40A Sur,Carrera 79 Calle 40 A Sur,F,{D573C064-E80C-474D-BEAC-38E64D3B2262}
-74.2111739995679,4.61345299962586,2035,126A09,09,Br. El Jardín,KR 80I,KR 80I - CL 87B Sur,Bosa,-74.211174,4.613453,126,M,KR 80I - CL 87B Sur (126A09),KR 80I - CL 87B Sur,Carrera 80 I Calle 87 Be Sur,G,{C6C02233-0211-4545-96CC-6AA76D5B42B5}
-74.1610028681605,4.54760589397915,2036,126A11,11,Br. Bella Flor,KR  27B,KR 27B - CL 71T Sur,Ciudad Bolívar,-74.16100287,4.54760589,126,S,KR 27B - CL 71T Sur (126A11),KR 27B - CL 71T Sur,Carrera 27 Be Calle 71 T Sur,H,{BE758704-1850-4E87-AE86-BF3B0C211450}
-74.0905178889514,4.51759934210151,2037,126A13,13,Pq San Cayetano,AV. Circunvalar (Tv  14 E),AV. Circunvalar - CL 73A Sur,Usme,-74.09051789,4.51759934,126,S,AV. Circunvalar - CL 73A Sur (126A13),AV. Circunvalar - CL 73A Sur,Avenida Circunvalar Calle 73 A Sur,L,{26498489-F6E0-4D50-8644-9D63470D83A5}
-74.1211000597457,4.70780070818723,2038,126B04,04,Pq. Público Plazuelas del Virrey,AC 72,AC 72 - KR 105F,Engativá,-74.12110006,4.70780071,126,M,AC 72 - KR 105F (126B04),AC 72 - KR 105F,Avenida Calle 72 Carrera 105 F,D,{6F3F38E0-E214-4B33-A70A-1BBBFA874678}
-74.094733824213,4.68726603564097,2039,126B05,05,Avenida Calle 68 (Avenida Calle 72),AV. Boyacá,AV. Boyacá - AC 72,Engativá,-74.09473382,4.68726604,126,M,AV. Boyacá - AC 72 (126B05),AV. Boyacá - AC 72,Avenida Boyacá Avenida Calle 72,D,{2D13081E-F869-4638-98DB-0840247EC933}
-74.1161946030088,4.63908587444974,2040,126B06,06,Avenida Calle 17,AK 68,AK 68 - AC 13,Puente Aranda,-74.1161946,4.63908587,126,M,AK 68 - AC 13 (126B06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{7263560D-5927-4C44-BA49-359C9EBE284A}
-74.1437238580659,4.65220586006791,2041,126B07,07,Uniagustiniana,AV. C. de Cali,AV. C. de Cali - CL 11A,Kennedy,-74.14372386,4.65220586,126,M,AV. C. de Cali - CL 11A (126B07),AV. C. de Cali - CL 11A, Avenida Ciudad de Cali Calle 11 A,F,{DD23C8CA-CAD6-4DF9-8C95-9727BD0DBC4E}
-74.2113059995696,4.61358399998552,2042,126B09,09,Br. El Jardín,KR 80I,KR 80I - CL 86A Sur,Bosa,-74.211306,4.613584,126,M,KR 80I - CL 86A Sur (126B09),KR 80I - CL 86A Sur,Carrera 80 I Calle 86 A Sur,G,{0CA8D561-23D4-45F7-A13C-E30B2E660DA3}
-74.1166924552912,4.63863186806645,2043,126C06,06,AC 17,AK 68,AK 68 - AC 13,Puente Aranda,-74.11669245,4.63863187,126,M,AK 68 - AC 13 (126C06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{629AE6E5-4D4B-4FDF-A90E-1194812C98DD}
-74.1169781941936,4.63835996143999,2044,126D06,06,AC 17,AK 68,AK 68 - AC 13,Puente Aranda,-74.11697819,4.63835996,126,M,AK 68 - AC 13 (126D06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{9E6FD485-6662-4983-A08B-2F96E81ABCD6}
-74.0994213726909,4.60441653982926,2045,127A00,00,Estación Comuneros,AV. NQS,AV. NQS - CL 4A,Los Mártires,-74.09942137,4.60441654,127,S,AV. NQS - CL 4A (127A00),AV. NQS - CL 4A,Avenida N Q S Calle Cuarta A,A,{C203F951-0A92-4CBD-9476-A52B8584A492}
-74.0319621132044,4.74368813957456,2046,127A01,01,Br. Pradera Norte,AK 9,AK 9 - CL 166,Usaquén,-74.03196211,4.74368814,127,S,AK 9 - CL 166 (127A01),AK 9 - CL 166,Avenida Carrera Novena Calle 166,B,{3DBA35E2-82DA-48E3-882F-49EC97938169}
-74.0649205847304,4.7283143632265,2047,127A02,02,C.C. Portoalegre,AC  138,AC 138 - AV. Villas,Suba,-74.06492059,4.72831436,127,S,AC 138 - AV. Villas (127A02),AC 138 - AV. Villas,Avenida Calle 138 Avenida Villas,C,{89DAC43B-16F5-4C8C-9F97-C4F9BD33DFB5}
-74.1219475182618,4.74348120037604,2048,127A03,03,Hospital Suba CAP Lisboa,CL 132 D,CL 132 D - KR 151 A,Suba,-74.12194752,4.7434812,127,S,CL 132 D - KR 151 A (127A03),CL 132 D - KR 151 A,Calle 132 D Carrera 151 A,C,{57DFDBC0-40CB-4380-B416-DAF88124D27F}
-74.0815077001692,4.67387274098152,2049,127A04,04,CED. AV. Chile,AC 72,AC 72 - KR 70C,Barrios Unidos,-74.0815077,4.67387274,127,S,AC 72 - KR 70C (127A04),AC 72 - KR 70C,Avenida Calle 72 Carrera 70 C,D,{BE0C1C7F-74C0-46F2-BCB7-559B33F4EF7F}
-74.1014601253062,4.67871855963964,2050,127A05,05,Br. Lujan,AV. Boyacá,AV. Boyacá - CL 64H,Engativá,-74.10146012,4.67871856,127,M,AV. Boyacá - CL 64H (127A05),AV. Boyacá - CL 64H,Avenida Boyacá Calle 64 H,D,{5882AF12-528E-4FAA-88F3-85B62DBB4AC3}
-74.113060387851,4.64221899723392,2051,127A06,06,Br. Centro Industrial,AK 68,AK 68 - CL 19,Puente Aranda,-74.11306039,4.642219,127,M,AK 68 - CL 19 (127A06),AK 68 - CL 19,Avenida Carrera 68 Calle 19,K,{394AA0FB-65ED-48D4-8FFC-955A1A9F97AE}
-74.1465847621824,4.64979614307211,2052,127A07,07,Br. El Tintal Urbano,AV. C. de Cali,AV. C. de Cali - CL 10B,Kennedy,-74.14658476,4.64979614,127,M,AV. C. de Cali - CL 10B (127A07),AV. C. de Cali - CL 10B,Avenida Ciudad de Cali Calle 10 Be,F,{03287BAA-29AD-4BEF-A560-C6CB794362C9}
-74.1588012912813,4.62190767718526,2053,127A08,08,IED Pablo VI,KR  79,KR 79 - CL 40C Sur,Kennedy,-74.15880129,4.62190768,127,M,KR 79 - CL 40C Sur (127A08),KR 79 - CL 40C Sur,Carrera 79 Calle 40 C Sur,F,{2331779E-9A2C-47CA-81B4-838E1F6D7FEE}
