X,Y,objectid,cenefa,zona_sitp,nombre,via,direccion_bandera,localidad,longitud,latitud,consecutivo_zona,tipo_m_s,consola,panel,audio,zonas_nuevas,globalid
-74.1392261645903,4.55891399655799,85,004B11,11,Br. Lucero Alto,AV. Boyacá,AV. Boyacá - KR 18Q,Ciudad Bolívar,-74.13922616,4.558914,004,M,AV. Boyacá - KR 18Q (004B11),AV. Boyacá - KR 18Q,Avenida Boyacá Carrera 18 Q,H,{83AB59DE-2404-466C-B574-1146AC65550F}
-74.0704515412241,4.66541111118526,86,005A00,00, Alcázares,AC 72,AC 72 - KR 28,Barrios Unidos,-74.07045154,4.66541111,005,S,AC 72 - KR 28 (005A00),AC 72 - KR 28,Avenida Calle 72 Carrera 28,A,{A3F6FF75-E6D8-4CAD-8FEC-D0B9286E65F8}
-74.0732458813459,4.7238930349195,87,005A02,02,Br. Ciudad Jardín Norte,AV. Boyacá,AV. Boyacá - AV. Suba,Suba,-74.07324588,4.72389304,005,S,AV. Boyacá - AV. Suba (005A02),AV. Boyacá - AV. Suba,Avenida Boyacá Avenida Suba,C,{D826D9E0-AEBA-43F3-87AF-37838F544591}
-74.1051206993561,4.69758017936763,88,005A04,04,Br. Florencia,AV. C. de Cali,AV. C. de Cali - CL 72B,Engativá,-74.1051207,4.69758018,005,S,AV. C. de Cali - CL 72B (005A04),AV. C. de Cali - CL 72B,Avenida Ciudad de Cali Calle 72 Be,D,{A3439D69-261F-47A7-A271-CAF73094F6CB}
-74.0913524429068,4.64195614175021,89,005A05,05,Estación Gobernación,AK 50,AK 50 - AC 26,Teusaquillo,-74.09135244,4.64195614,005,S,AK 50 - AC 26 (005A05),AK 50 - AC 26,Avenida Carrera 50 Avenida Calle 26,K,{A6BD8EAC-AAFD-49BA-AF3E-1AF7D57FAB8F}
-74.1020318044402,4.63402903329329,90,005A06,06,Batallón Caldas,AK 50,AK 50 - CL 19,Puente Aranda,-74.1020318,4.63402903,005,S,AK 50 - CL 19 (005A06),AK 50 - CL 19,Avenida Carrera 50 Calle 19,K,{42D8E0AF-F717-4643-87F5-43DDB9658432}
-74.1130050000033,4.6188850001201,91,005A07,07,IED Sorrento,AK 50,AK 50 - CL 4F,Puente Aranda,-74.113005,4.618885,005,S,AK 50 - CL 4F (005A07),AK 50 - CL 4F,Avenida Carrera 50 Calle Cuarta F,F,{603ED2ED-1F9F-4816-9B71-01A6E8A3B379}
-74.1594327282939,4.62598428070864,92,005A08,08,IED Francisco de Paula Santander,Av Agoberto Mejía,AV. A. Mejía - CL 38C Sur,Kennedy,-74.15943273,4.62598428,005,S,AV. A. Mejía - CL 38C Sur (005A08),AV. A. Mejía - CL 38C Sur,Avenida Agoberto Mejía Calle 38 C Sur,F,{41AB56F7-76A1-4078-90B7-C1B3C513B4D0}
-74.1250042062591,4.59785314902517,93,005A09,09,Barrio San Luis,AK 50,AK 50 - CL 37 Sur,Puente Aranda,-74.12500421,4.59785315,005,S,AK 50 - CL 37 Sur (005A09),AK 50 - CL 37 Sur,Avenida Carrera 50 Calle 37 Sur,G,{BC88EE08-3811-4D70-B209-D4A5B155FC89}
-74.1310504522652,4.58596082231553,94,005A10,10,Policía Nacional,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 47A Sur,Tunjuelito,-74.13105045,4.58596082,005,M,AV. J. Gaitán C. - CL 47A Sur (005A10),AV. J. Gaitán C. - CL 47A Sur,Avenida Jorge Gaitán Cortés Calle 47 A Sur,H,{4FA0132F-A28D-4A9C-B842-7605918AC0D9}
-74.1387475166818,4.55890173707765,95,005A11,11,Hsp. de Meissen,AV. Boyacá,AV. Boyacá - KR 18B,Ciudad Bolívar,-74.13874752,4.55890174,005,M,AV. Boyacá - KR 18B (005A11),AV. Boyacá - KR 18B,Avenida Boyacá Carrera 18 Be,H,{A6BA92AC-42B0-4427-B48D-B2A46F580DFB}
-74.1222869999371,4.55810300025386,96,005A12,12,Estación Molinos,AV. Caracas,AV. Caracas - KR 7,Rafael Uribe,-74.122287,4.558103,005,S,AV. Caracas - KR 7 (005A12),AV. Caracas - KR 7,Avenida Caracas Carrera Séptima,H,{E51BAF6B-924B-4EAF-8BF0-042BC65EB340}
-74.0840527159867,4.58880406361373,97,005A13,13,Instituto Nacional de Cancerología,AC 1,AC 1 - KR 9,Santa Fe,-74.08405272,4.58880406,005,S,AC 1 - KR 9 (005A13),AC 1 - KR 9,Avenida Calle Primera Carrera 9,L,{EA6C6C9B-43C1-4B7C-ABE7-012BACC2A71E}
-74.1305559023812,4.58607237614811,98,005B10,10,Policía Nacional,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 47 Sur,Tunjuelito,-74.1305559,4.58607238,005,M,AV. J. Gaitán C. - CL 47 Sur (005B10),AV. J. Gaitán C. - CL 47 Sur,Avenida Jorge Gaitán Cortés Calle 47 Sur,H,{8E7F8DE2-FC5E-4FBF-B163-9741E7A89819}
-74.1386723678152,4.55868353399677,99,005B11,11,Hsp. de Meissen,AV. Boyacá,AV. Boyacá - KR 18 Bis,Ciudad Bolívar,-74.13867237,4.55868353,005,M,AV. Boyacá - KR 18 Bis (005B11),AV. Boyacá - KR 18 Bis,Avenida Boyacá Carrera 18 Bis,H,{28EA1257-3C97-4235-B5D7-6015AF5660FD}
-74.0718404892645,4.66641683426819,100,006A00,00,Monumento Rafael Uribe Uribe,AC 72,AC 72 - KR 29,Barrios Unidos,-74.07184049,4.66641683,006,S,AC 72 - KR 29 (006A00),AC 72 - KR 29,Avenida Calle 72 Carrera 29,A,{A467733D-3028-4B08-8CC6-F33BCE8FDD14}
-74.032205606803,4.73455667571422,101,006A01,01,Urb. Villas del Mediterráneo,AK 9,AK 9 - CL 156,Usaquén,-74.03220561,4.73455668,006,S,AK 9 - CL 156 (006A01),AK 9 - CL 156,Avenida Carrera Novena Calle 158 A,B,{EB154084-26EF-4B29-AD1C-49873F5D9C3C}
-74.0659111191648,4.70999620962083,102,006A02,02,Br. Prado Veraniego,AC 127,AC 127 - KR 56B,Suba,-74.06591112,4.70999621,006,S,AC 127 - KR 56B (006A02),AC 127 - KR 56B,Avenida Calle 127 Carrera 56 Be,C,{A99E4EB4-63A6-4EE7-A8C5-05456F99457E}
-74.0927974914188,4.71620791492243,103,006A03,03,Br. Los Cerezos,AV. C. de Cali,AV. C. de Cali - KR 91,Suba,-74.09279749,4.71620792,006,S,AV. C. de Cali - KR 91 (006A03),AV. C. de Cali - KR 91,Avenida Ciudad de Cali Carrera 91,C,{2CFE1B8A-8FAB-4331-9FCC-E9FD65322120}
-74.1047173617384,4.69780707084357,104,006A04,04,Br. La Soledad Norte,AV. C. de Cali,AV. C. de Cali - CL 74,Engativá,-74.10471736,4.69780707,006,S,AV. C. de Cali - CL 74 (006A04),AV. C. de Cali - CL 74,Avenida Ciudad de Cali Calle 74,D,{53E2AD29-A7F7-48F4-A98E-69B2B7A83154}
-74.0917155298516,4.64139747624352,105,006A05,05,Avenida El Dorado,AK 50,AK 50 - AC 26,Teusaquillo,-74.09171553,4.64139748,006,S,AK 50 - AC 26 (006A05),AK 50 - AC 26,Avenida Carrera 50 Avenida Calle 26,K,{5DFB53B3-6392-4041-B66B-3807A0EC99CF}
-74.1021654317077,4.63351358091537,106,006A06,06,Batallón Caldas,AK 50,AK 50 - CL 19,Puente Aranda,-74.10216543,4.63351358,006,S,AK 50 - CL 19 (006A06),AK 50 - CL 19,Avenida Carrera 50 Calle 19,K,{9AE46004-D7D0-4C2D-9F0F-1B1123AB96BC}
-74.1129440908371,4.61861166629908,107,006A07,07,Br. Brasilia,AK 50,AK 50 - CL 4C,Puente Aranda,-74.11294409,4.61861167,006,S,AK 50 - CL 4C (006A07),AK 50 - CL 4C,Avenida Carrera 50 Calle Cuarta C,F,{FC419BCF-1AA0-42EA-B09A-D90331EC5464}
-74.1593164392218,4.62637973965076,108,006A08,08,Pq. Metropolitano Cayetano Cañizares,Av Agoberto Mejía,AV. A. Mejía - CL 38 Sur,Kennedy,-74.15931644,4.62637974,006,S,AV. A. Mejía - CL 38 Sur  (006A08),AV. A. Mejía - CL 38 Sur,Avenida Agoberto Mejía Calle 38 Sur,F,{FFD59742-3DEC-4662-ACF8-7A0C4630AACB}
-74.1248542412854,4.59834939323562,109,006A09,09,Br. Autopista Sur,AK 50,AK 50 - CL 35 Sur,Puente Aranda,-74.12485424,4.59834939,006,S,AK 50 - CL 35 Sur (006A09),AK 50 - CL 35 Sur,Avenida Carrera 50 Calle 35 Sur,G,{6822EB8B-34EA-45C4-8313-FD7511289D3B}
-74.1305948303724,4.58583607768541,110,006A10,10,Policía Nacional,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 47 Sur,Rafael Uribe,-74.13059483,4.58583608,006,M,AV. J. Gaitán C. - CL 47 Sur (006A10),AV. J. Gaitán C. - CL 47 Sur,Avenida Jorge Gaitán Cortés Calle 47 Sur,H,{7491078A-22AD-4283-9C8F-5C282D1CFD13}
-74.1374266590037,4.55504000631834,111,006A11,11,Br. México,AV. Boyacá,AV. Boyacá - CL 64 Sur,Ciudad Bolívar,-74.13742666,4.55504001,006,M,AV. Boyacá - CL 64 Sur (006A11),AV. Boyacá - CL 64 Sur,Avenida Boyacá Calle 64 Sur,H,{94530A70-6E87-4FE7-9212-FB96E6ED335E}
-74.1213552836452,4.55366000235573,112,006A12,12,Br. Molinos I Sector,AV. Caracas,AV. Caracas - KR 6,Tunjuelito,-74.12135528,4.55366,006,S,AV. Caracas - KR 6  (006A12),AV. Caracas - KR 6,Avenida Caracas Carrera Sexta,H,{A64EA597-3B20-4376-94AE-F578A771AF1B}
-74.0858982955552,4.56861905888969,113,006A13,13,Av. La Victoria,AK 3 E,KR 3 Este - CL 22 - 61 Sur,San Cristóbal,-74.0858983,4.56861906,006,S,KR 3 Este - CL 22 - 61 Sur (006A13),KR 3 Este - CL 22 - 61 Sur,Carrera Tercera Este Calle 20 Sur,L,{2C0197F7-B109-4ACB-8BB7-67E4025C896F}
-74.1310358212046,4.5857497653559,114,006B10,10,Policía Nacional,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 47A Sur,Tunjuelito,-74.13103582,4.58574977,006,M,AV. J. Gaitán C. - CL 47A Sur (006B10),AV. J. Gaitán C. - CL 47A Sur,Avenida Jorge Gaitán Cortés Calle 47 A Sur,H,{6EB8AC2D-1C06-413F-AFE0-A83177876CC6}
-74.1372944689357,4.55471585322406,115,006B11,11,Br. México,AV. Boyacá,AV. Boyacá - CL 64 Sur,Ciudad Bolívar,-74.13729447,4.55471585,006,M,AV. Boyacá - CL 64 Sur (006B11),AV. Boyacá - CL 64 Sur,Avenida Boyacá Calle 64 Sur,H,{4D400FD4-CE8F-49E0-92B2-86297FB59B9E}
-74.0826170003022,4.61365199960529,116,007A00,00,Br. El Listón,AC 19,AC 19 - KR 20,Los Mártires,-74.082617,4.613652,007,M,AC 19 - KR 20 (007A00),AC 19 - KR 20,Avenida Calle 19 Carrera 20,A,{1F484DF2-FC14-420E-9F63-59E19F2DCDAC}
-74.0318857429999,4.73474889777362,117,007A01,01,Br. Barrancas,AK 9,AK 9 - CL 156,Usaquén,-74.03188574,4.7347489,007,S,AK 9 - CL 156 (007A01),AK 9 - CL 156,Avenida Carrera Novena Calle 156,B,{856753DB-AE82-4FCF-9304-457E4AA73C60}
-74.0711028966226,4.71142443089536,118,007A02,02,C.C. Bulevar Niza,AC 127,AC 127 - AV. Suba,Suba,-74.0711029,4.71142443,007,S,AC 127 - AV. Suba (007A02),AC 127 - AV. Suba,Avenida Calle 127 Avenida Suba,C,{B65E40B1-4348-4263-883D-6E2D9F38F3AC}
-74.0925727009975,4.71621005671426,119,007A03,03,Br. Los Cerezos,AV. C. de Cali,AV. C. de Cali - KR 91,Suba,-74.0925727,4.71621006,007,S,AV. C. de Cali - KR 91 (007A03),AV. C. de Cali - KR 91,Avenida Ciudad de Cali Carrera 91,C,{39182F34-B23C-4368-A61F-FE5A3761F055}
-74.1023819298228,4.70107622763975,120,007A04,04,Br. La Granja,AV. C. de Cali,AV. C. de Cali - CL 76A,Engativá,-74.10238193,4.70107623,007,S,AV. C. de Cali - CL 76A (007A04),AV. C. de Cali - CL 76A,Avenida Ciudad de Cali Calle 76 A,D,{9B10109B-4B25-4BDB-9C72-52FCA4810430}
-74.0990609996273,4.68179549094773,121,007A05,05,Colegio Andrés Frey,AV. Boyacá,AV. Boyacá - CL 66A,Engativá,-74.099061,4.68179549,007,M,AV. Boyacá - CL 66A (007A05),AV. Boyacá - CL 66A,Avenida Boyacá Calle 66 A,D,{8982051A-8E7D-4473-B5FD-D420DB5932CD}
-74.1154246316289,4.66242586790107,122,007A06,06,Avenida Esperanza,AV. Boyacá,AV. Boyacá - AV. Esperanza,Fontibón,-74.11542463,4.66242587,007,M,AV. Boyacá - AV. Esperanza (007A06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,K,{A5C407F5-E14F-41D1-A52D-14157E17D516}
-74.1142474677107,4.61622442929992,123,007A07,07,Br. Barcelona,AK 50,AK 50 - CL 3-57 / 67,Puente Aranda,-74.11424747,4.61622443,007,S,AK 50 - CL 3-57 / 67 (007A07),AK 50 - CL 3-57 / 67,Avenida Carrera 50 Calle Tercera,F,{FDBEF6BD-54DF-4253-ADE6-B90CC9E095B7}
-74.1620803599352,4.62311881587023,124,007A08,08,IED San Pedro Claver,Av Agoberto Mejía,AV. A. Mejía - CL 41B Sur,Kennedy,-74.16208036,4.62311882,007,S,AV. A. Mejía - CL 41B Sur (007A08),AV. A. Mejía - CL 41B Sur,Avenida Agoberto Mejía Calle 41 Be Sur,F,{9F25BBB1-EA2A-42D4-95D6-AFD30EB94C24}
-74.1262817492898,4.59486680042948,125,007A09,09,Urb. Villa Sonia,AK 50,AK 50 - CL 39A Sur,Puente Aranda,-74.12628175,4.5948668,007,S,AK 50 - CL 39A Sur (007A09),AK 50 - CL 39A Sur,Avenida Carrera 50 Calle 39 A Sur,G,{45BC7483-5719-4A0E-B216-C7FB42B89A58}
-74.1346987762787,4.58515603456185,126,007A10,10,Br. Samore,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 49B Sur,Tunjuelito,-74.13469878,4.58515604,007,M,AV. J. Gaitán C. - CL 49B Sur (007A10),AV. J. Gaitán C. - CL 49B Sur,Avenida Jorge Gaitán Cortés Calle 49 Be Sur,H,{5918DAB6-1586-4873-BE42-5CF659D47DC6}
-74.1377878651421,4.55469913199697,127,007A11,11,Br. Lucero del Sur,AV. Boyacá,AV. Boyacá - CL 64ABis Sur,Ciudad Bolívar,-74.13778787,4.55469913,007,M,AV. Boyacá - CL 64ABis Sur (007A11),AV. Boyacá - CL 64ABis Sur,Avenida Boyacá Calle 64 A Bis Sur,H,{53D424A2-0975-429B-B88D-74CFD29B965D}
-74.121096721141,4.54775656230093,128,007A12,12,Escuela de Artillería No. 13,AV. Caracas,AV. Caracas - TV 5D,Rafael Uribe,-74.12109672,4.54775656,007,S,AV. Caracas - TV 5D (007A12),AV. Caracas - TV 5D,Avenida Caracas Transversal Quinta D,H,{2369FCC4-334D-44AD-9606-D34E31B59921}
-74.0859050305528,4.56844105044841,129,007A13,13,Br. San Blas,AK 3 E,KR 3 E - DG 20A Sur,San Cristóbal,-74.08590503,4.56844105,007,S,KR 3 E - DG 20A Sur (007A13),KR 3 E - DG 20A Sur,Carrera Tercera Este Diagonal 20 A Sur,L,{9A6AED97-BA16-4789-BCCE-770964CCDD11}
-74.0822130000085,4.61330500028737,130,007B00,00,Br. El Listón,AC 19,AC 19 - KR 22,Los Mártires,-74.082213,4.613305,007,M,AC 19 - KR 22 (007B00),AC 19 - KR 22,Avenida Calle 19 Carrera 22,A,{BB70C7D7-EAED-4FE5-997A-3F718D7E65A1}
-74.0989439669143,4.68196049293876,131,007B05,05,Colegio Andrés Frey,AV. Boyacá,AV. Boyacá - CL 66A,Engativá,-74.09894397,4.68196049,007,M,AV. Boyacá - CL 66A (007B05),AV. Boyacá - CL 66A,Avenida Boyacá Calle 66 A,D,{3FC45323-18C1-4912-A773-07E508246F1F}
-74.1156128063027,4.66220135841928,132,007B06,06,Avenida Esperanza,AV. Boyacá,AV. Boyacá - AV. Esperanza,Fontibón,-74.11561281,4.66220136,007,M,AV. Boyacá - AV. Esperanza (007B06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,K,{B568F758-C210-415E-8BFE-F2259E614B5C}
-74.1353373650513,4.58503518889913,133,007B10,10,Br. Samore,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 50 Sur,Tunjuelito,-74.13533736,4.58503519,007,M,AV. J. Gaitán C. - CL 50 Sur (007B10),AV. J. Gaitán C. - CL 50 Sur,Avenida Jorge Gaitán Cortés Calle 50 Sur,H,{B3E74E07-6DE2-4714-B508-6F671EE11498}
-74.1380805234157,4.55554889271998,134,007B11,11,Br. Lucero del Sur,AV. Boyacá,AV. Boyacá - CL 64ABis Sur,Ciudad Bolívar,-74.13808052,4.55554889,007,M,AV. Boyacá - CL 64ABis Sur (007B11),AV. Boyacá - CL 64ABis Sur,Avenida Boyacá Calle 64 A Bis Sur,H,{4535D4F7-696C-44B0-942E-9BA48F27CFCD}
-74.1158276501627,4.66193649082204,135,007C06,06,Avenida Esperanza,AV. Boyacá,AV. Boyacá - AV. Esperanza,Fontibón,-74.11582765,4.66193649,007,M,AV. Boyacá - AV. Esperanza (007C06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,K,{771EF343-378E-4CE8-BBEB-C074415CC3B2}
-74.096850999922,4.60601100037281,136,008A00,00,Estación Comuneros,AC 6,AC 6 - AK 30,Los Mártires,-74.096851,4.606011,008,S,AC 6 - AK 30 (008A00),AC 6 - AK 30,Avenida Calle Sexta Avenida Carrera 30,A,{20258772-F396-4316-B5B4-A4EEE320387B}
-74.0323463754002,4.73035998877072,137,008A01,01,Br. La Liberia,AK 9,AK 9 - AC 153,Usaquén,-74.03234638,4.73035999,008,S,AK 9 - AC 153 (008A01),AK 9 - AC 153,Avenida Carrera Novena Avenida Calle 153,B,{FF9D8BA4-CD0F-4652-9A7D-3310B6B61A6F}
-74.0511948313897,4.7380881019337,138,008A02,02,Colegio Sagrado Corazón de Jesús,Cl 153,AC 153 - KR 45,Suba,-74.05119483,4.7380881,008,S,AC 153 - KR 45 (008A02),AC 153 - KR 45,Avenida Calle 153 Carrera 50,B,{9C6BC73D-FC87-469E-9E28-E1234295A803}
-74.0999127583108,4.73509488960546,139,008A03,03,Br. Lago de Suba,AV. C. de Cali,AV. C. de Cali - CL 131B,Suba,-74.09991276,4.73509489,008,S,AV. C. de Cali - CL 131B (008A03),AV. C. de Cali - CL 131B,Avenida Ciudad de Cali Calle 131 Be,C,{77ED0FFE-CFA9-4769-BA88-22B6B973B718}
-74.091655999834,4.70640170071885,140,008A04,04,Br. La Española,AV. C. de Cali,AV. C. de Cali - DG 84A,Engativá,-74.091656,4.7064017,008,S,AV. C. de Cali - DG 84A (008A04),AV. C. de Cali - DG 84A,Avenida Ciudad de Cali Diagonal 84 A,D,{982DC34E-727D-449C-A75E-AF06FC8EDB95}
-74.1124425756914,4.66588355765837,141,008A05,05,Avenida Calle 26,AV. Boyacá,AV. Boyacá - AC 26,Fontibón,-74.11244258,4.66588356,008,M,AV. Boyacá - AC 26 (008A05),AV. Boyacá - AC 26,Avenida Boyacá Avenida Calle 26,K,{E673B06C-93D1-4C9E-B41C-4C6C36B48C24}
-74.1154581552703,4.66166472524059,142,008A06,06,Avenida Esperanza,AV. Boyacá,AV. Boyacá - AV. Esperanza,Fontibón,-74.11545816,4.66166473,008,M,AV. Boyacá - AV. Esperanza (008A06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,K,{0A7497CB-52A4-4462-ADF6-45DC4E0BCE0F}
-74.114039042874,4.61619106738858,143,008A07,07,Br. La Primavera Norte,AK 50,AK 50 - CL 3,Puente Aranda,-74.11403904,4.61619107,008,S,AK 50 - CL 3 (008A07),AK 50 - CL 3,Avenida Carrera 50 Calle Tercera,F,{A47ACDFD-76D0-494A-AD52-480264F6C9FE}
-74.1625706125503,4.62300179016746,144,008A08,08,Pq. Metropolitano Cayetano Cañizares,Av Agoberto Mejía,AV. A. Mejía - CL 41C Sur,Kennedy,-74.16257061,4.62300179,008,S,AV. A. Mejía - CL 41C Sur (008A08),AV. A. Mejía - CL 41C Sur,Avenida Agoberto Mejía Calle 41 C Sur,F,{C4172EF8-39C4-4C19-81CF-BD16A829AC77}
-74.1264912615993,4.59505869167941,145,008A09,09,Urb Villa Sonia,AK 50,AK 50 - CL 39A Sur,Puente Aranda,-74.12649126,4.59505869,008,S,AK 50 - CL 39A Sur (008A09),AK 50 - CL 39A Sur,Avenida Carrera 50 Calle 39 A Sur,G,{8D7462D3-9B4E-4617-AC61-2BD182ADC74C}
-74.1381921580636,4.58401410797758,146,008A10,10,Br. Fátima (Colegio La Presentación  Fátima),AV. J. Gaitán C.,AV. J. Gaitán C. - DG 50 Sur,Tunjuelito,-74.13819216,4.58401411,008,S,AV. J. Gaitán C. - DG 50 Sur (008A10),AV. J. Gaitán C. - DG 50 Sur,Avenida Jorge Gaitán Cortés Diagonal 50 Sur,H,{9B18DD41-D203-433F-BAB3-6F8BF17149E4}
-74.136619860403,4.55277957225651,147,008A11,11,Br. México,AV. Boyacá,AV. Boyacá - CL 65A Sur,Ciudad Bolívar,-74.13661986,4.55277957,008,S,AV. Boyacá - CL 65A Sur (008A11),AV. Boyacá - CL 65A Sur,Avenida Boyacá Calle 65 A Sur,H,{5F7ABD2E-0F4D-4262-86E1-DD7209B65A4E}
-74.1209162020617,4.54372769244707,148,008A12,12,Ladrillera Santafé,AV. Caracas,AV. Caracas - KR 56,Usme,-74.1209162,4.54372769,008,S,AV. Caracas - KR 56 (008A12),AV. Caracas - KR 56,Avenida Caracas Carrera 56,H,{4D0F7A0B-2320-4873-92FD-1819A2F910EE}
-74.0870965296206,4.56482890088879,149,008A13,13,IED Tomás Rueda Vargas,AK 5 E,KR 5 Este - CL 26 Sur,San Cristóbal,-74.08709653,4.5648289,008,S,KR 5 Este - CL 26 Sur (008A13),KR 5 Este - CL 26 Sur,Carrera Quinta Este Calle 26 Sur,L,{DB4AA540-3609-4FDE-8BF6-F73664CAD4EC}
-74.1117890313079,4.6666181123257,150,008B05,05,Avenida Calle 26,AV. Boyacá,AV. Boyacá - AC 26,Fontibón,-74.11178903,4.66661811,008,M,AV. Boyacá - AC 26 (008B05),AV. Boyacá - AC 26,Avenida Boyacá Avenida Calle 26,K,{6C1042CC-2ADD-420A-955F-44CD3DE60905}
-74.1156093418253,4.66148249963905,151,008B06,06,Avenida Esperanza,AV. Boyacá,AV. Boyacá - AV. Esperanza,Fontibón,-74.11560934,4.6614825,008,M,AV. Boyacá - AV. Esperanza (008B06),AV. Boyacá - AV. Esperanza,Avenida Boyacá Avenida Esperanza,K,{1919C475-6D39-40AB-9979-34C5F58F0DE2}
-74.0860056040731,4.61964341484734,152,009A00,00,C.C. Calima,AC 22,AC 22 - KR 29A,Los Mártires,-74.0860056,4.61964342,009,S,AC 22 - KR 29A (009A00),AC 22 - KR 29A,Avenida Calle 22 Carrera 29 A,A,{FDA76B5C-05E8-4256-8580-6520D6D6A0AE}
-74.0320101622774,4.73051897294791,153,009A01,01,Avenida Calle 153,AK 9,AK 9 - AC 153,Usaquén,-74.03201016,4.73051897,009,S,AK 9 - AC 153 (009A01),AK 9 - AC 153,Avenida Carrera Novena Avenida Calle 153,B,{0109B065-73A4-4B9E-8214-8F979F917D82}
-74.0536318167725,4.73863646112958,154,009A02,02,Colegio Colombo Hebreo,Cl 153,AC 153 - KR 50,Suba,-74.05363182,4.73863646,009,S,AC 153 - KR 50 (009A02),AC 153 - KR 50,Avenida Calle 153 Carrera 50,B,{BD19764E-CF6B-4CD0-A41A-D29DD68FA6F6}
-74.1002313873311,4.73494900898349,155,009A03,03,Br. Aures II,AV. C. de Cali,AV. C. de Cali - CL 131B,Suba,-74.10023139,4.73494901,009,S,AV. C. de Cali - CL 131B (009A03),AV. C. de Cali - CL 131B,Avenida Ciudad de Cali Calle 131 Be,C,{CDB57F9C-6DD1-44CB-8A98-6003A7F1BC38}
-74.09664999966,4.70783900008452,156,009A04,04,Br. La Serena,AV. C. de Cali,AV. C. de Cali - AC 90,Engativá,-74.09665,4.707839,009,S,AV. C. de Cali - AC 90 (009A04),AV. C. de Cali - AC 90,Avenida Ciudad de Cali Avenida Calle 90,D,{FE64ECC5-736D-4AFC-9E58-EE90AC448ABE}
-74.1149751104208,4.68340718594777,157,009A05,05,Avenida José Celestino Mutis,AV. C. de Cali,AV. C. de Cali - AC 63,Engativá,-74.11497511,4.68340719,009,S,AV. C. de Cali - AC 63 (009A05),AV. C. de Cali - AC 63,Avenida Ciudad de Cali Avenida Calle 63,K,{8F81598B-4033-41A7-97AA-3DDC59B2C0F4}
-74.1685670006191,4.69409270475915,158,009A06,06,Br. Puente Grande,AV. Centenario,AV. Centenario - KR 134A,Fontibón,-74.168567,4.69409271,009,S,AV. Centenario - KR 134A (009A06),AV. Centenario - KR 134A,Avenida Centenario Carrera 134 A,K,{A51012EA-C980-45FE-9ED8-BC20E064D29F}
-74.1686358849638,4.69385861124215,159,009A07,07,Br. Kasandra,AV. Centenario,AV. Centenario - KR 135,Fontibón,-74.16863589,4.69385861,009,S,AV. Centenario - KR 135 (009A07),AV. Centenario - KR 135,Avenida Centenario Carrera 134 A,K,{9495C46A-0A51-4EB4-B06C-027B791552B8}
-74.1152409781436,4.6140273828567,160,009A08,08,Pq. Girasol,AK 50,AK 50 - CL 2C,Puente Aranda,-74.11524098,4.61402738,009,S,AK 50 - CL 2C (009A08),AK 50 - CL 2C,Avenida Carrera 50 Calle Segunda C,G,{0B0B791D-8B2D-4D36-B41B-2D0490DC0D4D}
-74.1808576227101,4.60689286325944,161,009A09,09,Urbanización La Capilla,CL 59 Sur,CL 59 Sur - KR 78L,Bosa,-74.18085762,4.60689286,009,S,CL 59 Sur - KR 78L (009A09),CL 59 Sur - KR 78L,Calle 59 Sur Carrera 79 Be,G,{09FF3BD0-83E2-4001-B469-5FD7EB1D39BA}
-74.137738698145,4.58429829623205,162,009A10,10,Br. El Carmen,AV. J. Gaitán C.,AV. J. Gaitán C. - DG 49B Sur,Tunjuelito,-74.1377387,4.5842983,009,S,AV. J. Gaitán C. - DG 49B Sur (009A10),AV. J. Gaitán C. - DG 49B Sur,Avenida Jorge Gaitán Cortés Diagonal 49 Be Sur,H,{7E048564-0468-4BBF-A710-58581AA40F4E}
-74.1370719884206,4.55259700143451,163,009A11,11,Br. Lucero del Sur,AV. Boyacá,AV. Boyacá - CL 66 Sur,Ciudad Bolívar,-74.13707199,4.552597,009,S,AV. Boyacá - CL 66 Sur (009A11),AV. Boyacá - CL 66 Sur,Avenida Boyacá Calle 66 Sur,H,{AD61ECF0-6DAD-4102-A7C8-17CB80B3626B}
-74.1203640002734,4.53302699996097,164,009A12,12,Ladrillera Santafé,AV. Caracas,AV. Caracas - CL 65 Sur,Usme,-74.120364,4.533027,009,S,AV. Caracas - CL 65 Sur (009A12),AV. Caracas - CL 65 Sur,Avenida Caracas Calle 65 Sur,H,{7E309571-8EDF-4618-A937-E7CE591DB720}
-74.086189999616,4.56454100030705,165,009A13,13,IED Tomás Rueda Vargas,KR 8 Este,KR 8 Este - CL 26 Sur,San Cristóbal,-74.08619,4.564541,009,S,KR 8 Este - CL 26 Sur (009A13),KR 8 Este - CL 26 Sur,Carrera Octava Este Calle 26 Sur,L,{9D16BCF1-34BD-4985-9299-EB8750A61639}
